华为,华为623778532,华为MateBook D PL-W19极光蓝（8G 128GB 500GB,戴尔,戴尔638100401,戴尔(DELL) 游匣15GR-G3 15.6英寸灵越四核标压学生电竞轻薄IPS高清固态游戏本笔记本电脑4G独显,5799.00
戴尔,戴尔189661028,戴尔DELL燃7000 7460-1525S14英寸笔记本电脑 i5-8250U 8G 128G+1T 2G,4999.00
戴尔,戴尔193069489,戴尔/DELL 15GR-G3 15.6英寸笔记本（I7 8G 1T 128G固态）,6099.00
戴尔,戴尔139095658,戴尔(DELL)Ins15MR-7528SS 15英寸笔记本电脑,4199.00
戴尔,戴尔10544142435,戴尔DELL灵越3576-R1528B 15.6英寸办公游戏笔记本电脑Intel i5 8G 128GB 1TB 2G独,3889.00
戴尔,戴尔617082335,戴尔（DELL）游匣 5577 15.6英寸 笔记本电脑(i5 8G 1TB+128GB 4G独显)黑,5299.00
戴尔,戴尔10011699913,戴尔（DELL）灵越Ins13-7370 笔记本电脑 13.3英寸 酷睿i5-8G-256G固态 轻薄便携 粉,5399.00
戴尔,戴尔616986051,戴尔（DELL) 游匣5577-1545BB 15.6英寸笔记本电脑,4999.00
戴尔,戴尔10009782908,戴尔DELL Ins-5570 15.6英寸轻薄笔记本电脑四核（酷睿i5 8G 1T+128G固态 2G独显）,4699.00
戴尔,戴尔754472913,戴尔（DELL）灵越燃7000 7472-R1725S 14英寸笔记本i7-8550U 8G 1TB+128GB 2G独,5799.00
戴尔,戴尔630162260,戴尔DELL燃7000 7460-1725P 14英寸笔记本电脑 i7-8550U 8G 128G+1T 2G独显,5799.00
戴尔,戴尔141876878,戴尔（DELL）灵越3543 酷睿I5 4G 1TB 2G独显 15.6英寸轻薄商务游戏手提办公学习娱乐笔记本电脑,3299.00
戴尔,戴尔10331761823,戴尔DELL成就5000 Vostro 13-5370-R1605S 13.3英寸商务办公八代固态快充轻薄便携笔记本电脑,4298.00
戴尔,戴尔10001866700,戴尔（DELL）游匣15PR-6748B 15.6英寸笔记本i7-7700HQ 8G 1T+128G 4G独显 IPS屏,5599.00
戴尔,戴尔10000028474,戴尔（DELL）灵越燃7000 II 7572-R1745S 15.6英寸笔记本i7 8G 128GB+1TB 4G独显,5999.00
戴尔,戴尔10009783923,戴尔DELL Ins-5570 15.6英寸轻薄笔记本电脑四核（酷睿i5 4G 1T 2G独显）,4099.00
戴尔,戴尔10178185186,戴尔DELL Inspiron系列 15.6英寸笔记本电脑 i5-8250U 4G 1TB 2G独显,3299.00
戴尔,戴尔615609164,戴尔(DELL）灵越ins 3465-1205 14 英寸办公笔记本电脑 其他AMD平台E2 4G 1TB 黑色,2399.00
戴尔,戴尔647252253,戴尔（DELL）灵越 15.6英寸 轻薄本 笔记本电脑 i5 4G 1TB 2G独显 黑,3299.00
戴尔,戴尔945033014,戴尔DELL成就5000 Vostro 13-5370-R1605S 13.3英寸商务办公八代固态快充轻薄便携笔记本电脑,4497.00
戴尔,戴尔754472780,戴尔（DELL）灵越燃7000 7472-R1625S 14英寸笔记本酷睿i5 8G 1TB+128GB 2G独显,4999.00
戴尔,戴尔10512952028,戴尔（DELL）inspiron 灵越 游匣 15.6英寸 轻薄本 笔记本电脑 i5 8G 128G+1T 4G独,5399.00
戴尔,戴尔10175434005,戴尔DELL Inspiron系列 15.6英寸笔记本电脑 i7-7700HQ 8G 128G+1T 6G,7399.00
戴尔,戴尔10177312741,戴尔DELL Inspiron系列 13.3英寸笔记本电脑 i3,3199.00
戴尔,戴尔661956343,戴尔（DELL）灵越3568 15ER 15.6英寸 轻薄本 笔记本电脑 酷睿i7 8G 1TB 2G独显 黑,4299.00
戴尔,戴尔10000029385,戴尔（DELL）灵越5570-R1745S 15.6英寸笔记本电脑 i7-8550U 8G 256GB固态 4G独显 银,5399.00
戴尔,戴尔189472462,戴尔（DELL）XPS13-9360-R1505S 13.3英寸微边框笔记本电脑 i5-8250U 8G 256GSSD,6999.00
戴尔,戴尔754480208,戴尔（DELL）灵越5570-R1745S 15.6英寸笔记本电脑 i7-8550U 8G 256G固态 4G独显,5399.00
戴尔,戴尔10013753624,戴尔(DELL)灵越Inspiron 15-7577 15.6英寸游戏笔记本电脑 酷睿i7 16G 1T 256G 独显,9699.00
戴尔,戴尔756322671,戴尔（DELL）灵越燃7000 7572-R1745S 15.6英寸笔记本i7 8G 128GB+1TB 4G独显,5999.00
戴尔,戴尔10026964206,戴尔(DELL)灵越13-5370 13.3英寸笔记本电脑 i5-8250U 8GB 256GB固态IPS,4399.00
戴尔,戴尔638100399,戴尔(DELL) 灵越15(7559) Ins15P-5645B 15.6英寸笔记本(i7四核 16g 双硬盘 4G独显),6599.00
戴尔,戴尔608099446,戴尔(DELL)游匣Master15-7567定制版,6899.00
戴尔,戴尔10000029058,戴尔（DELL）灵越燃7000 II 7472-R1725S 14英寸笔记本i7-8550U 8G 128G+1T 2G,5799.00
戴尔,戴尔10000029110,戴尔（DELL）灵越燃7000 II 7472-R1625S 14英寸笔记本i5-8250U 8G 128G+1T 2G,4999.00
戴尔,戴尔620031060,戴尔（DELL）ins15-3567 15.6英寸笔记本电脑( I7-7500U 8G 双硬盘 2G独显WIN10黑）,4299.00
戴尔,戴尔713963449,戴尔（DELL）游匣15PR-6748B 15.6英寸 游戏本 笔记本 酷睿i7 8G 128GB+1TB 4G独,5599.00
戴尔,戴尔10000029388,戴尔（DELL）灵越燃7000 II 7472-R1605S 14英寸笔记本i5-8250U 8G 256G固态 高清屏,4799.00
戴尔,戴尔10529709126,戴尔（DELL）inspiron 灵越15ER 15.6英寸 轻薄本 笔记本电脑 酷睿i7 8G 1TB 2G独显 高清,4599.00
戴尔,戴尔193182485,戴尔(DELL)INS15-7567-R1745P 15.6英寸笔记本（i7-7700 8G 256G 1T）,6399.00
戴尔,戴尔10000029415,戴尔（DELL）灵越5570-R1525S 15.6英寸笔记本电脑 八代四核i5-8250U 4G 1TB 2G独显 银,4899.00
戴尔,戴尔826306515,戴尔(DELL)灵越燃INS7472-1725G 14英寸笔记本电脑i7-8550U 16G 256GB+1TB 2G）,6499.00
戴尔,戴尔602587924,戴尔DELL Ins15-5565 14英寸,5799.00
戴尔,戴尔10512968599,戴尔（DELL）灵越 inspiron 14英寸轻薄本 笔记本电脑 酷睿i7 2GB 独显 经典黑色 商务笔记本电脑,4899.00
戴尔,戴尔10001857245,戴尔（DELL）灵越5370-R1605S 13.3英寸笔记本电脑i5-8250U 8GB 256G固态,4699.00
戴尔,戴尔10001857569,戴尔（DELL）灵越5370-R1625S 13.3英寸笔记本i5-8250U 4GB 256GB 2G独显,4699.00
戴尔,戴尔10000029387,戴尔（DELL）灵越燃7000 II 7472-R1605P 14英寸笔记本i5-8250U 8G 256G固态 高清屏,4799.00
戴尔,戴尔193244017,戴尔(DELL)游匣Master15-7567 15.6英寸游戏笔记本,7099.00
戴尔,戴尔10001883816,戴尔（DELL）游匣7577 15.6英寸 游戏本 便携式 笔记本电脑 i7 8G 1TB+128GB,6999.00
戴尔,戴尔732691302,戴尔（DELL）灵越 游匣7577 15.6英寸游戏本 笔记本电脑 i5 8G 128GB+1TB,6699.00
戴尔,戴尔646330662,戴尔（DELL）灵越 游匣15PR 15.6英寸 笔记本电脑 i5 8G 1TB+128GB 4G独,5499.00
戴尔,戴尔189747541,戴尔DELL 11MF-4205T 11.6英寸笔记本电脑 N3710 4G 128固态,2399.00
戴尔,戴尔10000029416,戴尔（DELL）灵越5570-R1545S 15.6英寸笔记本电脑 i5-8250U 4G 128G+1TB 4G独显,4699.00
戴尔,戴尔617082332,戴尔（DELL）灵越 3576 15英寸 笔记本电脑 i5 8G 1TB+256GB 2G独显,4189.00
戴尔,戴尔10013758418,戴尔(DELL)灵越INS15-7572 15.6英寸游戏笔记本电脑 酷睿i7 8G 1T+128G 独显,6199.00
戴尔,戴尔609183560,戴尔（DELL）灵越 3576-1525 15.6英寸 笔记本电脑 酷睿i5 4G 500G 2G 黑,3889.00
戴尔,戴尔609183824,戴尔（DELL）灵越 3467-R1325B 14英寸 轻薄本 笔记本电脑 酷睿i3 4G 500GB,4599.00
戴尔,戴尔10001866862,戴尔（DELL）灵越5370-R1725S 13.3英寸 轻薄本 笔记本电脑 i7-8550U 8G 256GB 2G,5799.00
戴尔,戴尔10000029393,戴尔（DELL）灵越5570-R1545W 15.6英寸笔记本电脑i5-8250U 4G 128G+1TB 4G独显,5399.00
戴尔,戴尔189342070,戴尔（DELL）INS15MF-R2505TA 15.6英寸笔记本（E2-9000 8G 1T+120G固态）,2999.00
戴尔,戴尔10000089630,戴尔（DELL）灵越燃7000 II 7572-R1745L 15.6英寸笔记本i7 8G 128GB+1TB 4G独显,5999.00
Apple,Apple627657501,MPXR2CH/A Apple MacBook Pro 13.3英寸/I5/2.3GHz/8G/128G/银色,9688.00
Apple,Apple945022107,MQD32CH/A Apple MacBook Air 13.3英寸/I5/1.8GHz/8G/128G/银色,6168.00
Apple,Apple945031816,MQD32CH/A Apple MacBook Air 13.3英寸/I5/1.8GHz/8G/128G/银色,6776.00
Apple,Apple945022108,MQD32CH/A Apple MacBook Air 13.3英寸/I5/1.8GHz/8G/128G/银色,6168.00
联想,联想824722747,联想拯救者 R720-15IKBNBKCI57300HQ8G112810H,5499.00
联想,联想620467924,Lenovo小新潮5000GRCI57200UH4G1T10H 灰色,4399.00
联想,联想720148608,联想(Lenovo)小新潮5000GRCI57200U笔记本电脑i5-7200 定制8G 256G+1T 2G独显,5099.00
联想,联想703380730,Lenovo小新潮7000-13GRXI58250U4G25610H,4899.00
联想,联想673578785,联想(Lenovo)IdeaPad310S-14ASTSICA692104G25610H 14英寸笔记本电脑2G独显银,3399.00
联想,联想668179329,联想(Lenovo)拯救者R720/15.6英寸游戏笔记本/i5/8G /GTX1050Ti 4G/1T+128G固态,5988.00
联想,联想945033607,拯救者Y7000BKDI58300H8G212810H,6806.00
联想,联想10545842119,拯救者Y7000BKDI58300H8G212810H,6599.00
联想,联想10553992423,联想(Lenovo)拯救者Y7000 15.6英寸游戏本电脑 i5-8300H 8G 2T+128G GTX1050TI,6099.00
联想,联想10545842123,拯救者Y7000BKDI58300H8G212810H,6399.00
联想,联想832351494,联想（Lenovo）Ideapad320-15.6英寸轻薄笔记本电脑 i3-6006U 4G 1T+120G 2G独显,3199.00
联想,联想10558155634,联想(Lenovo)拯救者Y7000 15.6英寸游戏本电脑i5-8300H 8G 2TB+128GB 1050 4GB,5699.00
联想,联想832314675,联想（Lenovo）Ideapad320-15.6英寸轻薄便携手提商务笔记本电脑 i3-6006U 4G 1T 2G独显,2899.00
联想,联想945033608,拯救者Y7000BKDI58300H8G212810H,7006.00
联想,联想10116853161,Lenovoideapad320S-15IKBGRCI54G112810H,4999.00
联想,联想627662875,联想 Lenovo 拯救者R720 15.6英寸游戏笔记本电脑 i5 7300 8G 1T 128G GTX1050Ti,5199.00
联想,联想656835995,联想(Lenovo)ideapad330-15 /i3-8121U/4GB/1TB/2G独显/15.6英寸/银灰,3688.00
联想,联想10115078249,拯救者 R720-15IKBNBKDI57300HQ8G112810H(黑）,5699.00
联想,联想10515247683,Lenovo小新Air14IKBRGRCI58250U8G25610H超极本,5299.00
联想,联想673255831,联想(Lenovo)小新潮7000GRCI58250U4G25610H轻薄笔记本（4G内存 256G固态）金,4199.00
联想,联想10483971978,Lenovo小新Air14IKBRGRCI58250U8G25610H,5899.00
联想,联想664310113,Lenovoideapad120S-14IAPGRXN33504G128G10H,2849.00
联想,联想673389347,联想(Lenovo) 小新Air 12.2英寸超轻薄笔记本电脑 6Y30 4G 128G固态 IPS广视角 W10 金,3099.00
联想,联想826162598,联想(Lenovo)小新潮7000 14英寸轻薄窄边框笔记本电酷睿I5-8250 4G 1T+128G 940MX 银色,4599.00
联想,联想690098520,联想 (Lenovo) 小新潮7000 13.3英寸 轻薄本 电脑 Intel i5 八代 8GB 256GB 2G 金,4899.00
联想,联想694126674,联想Lenovoideapad720S-14IKBSICI582508G25610H,6299.00
联想,联想690098498,联想 (Lenovo) 小新潮7000 13.3英寸 轻薄本 电脑 Intel i5 八代 8GB 256GB 2G 银,4899.00
联想,联想861229178,拯救者 R720-15IKBNBKCI77700HQ8G112810H,6299.00
联想,联想776289976,联想Lenovoideapad720S-14IKBSICI785508G25610H,7099.00
联想,联想720155095,联想(Lenovo)小新潮5000GRCI77500UH4G1T10H笔记本i7-7500 定制8G 128G+1T,4799.00
联想,联想720167259,联想(Lenovo)小新潮5000GRCI77500UH4G1T10H笔记本电脑i7-7500 8G 256G+1T独显,5199.00
联想,联想603608954,拯救者 Y520-15IKBNBKCI57300HQ4G112810H,5799.00
联想,联想688524440,联想(Lenovo)小新潮7000 13.3英寸轻薄本笔记本电脑 i7-8550U 8GB 256GB 2G独显 银色,5499.00
联想,联想690098567,联想(Lenovo) 小新潮7000 13.3英寸超轻薄窄边框 笔记本 电脑 I7 8550U 8G 256G 2G 银,5499.00
联想,联想688644232,联想(Lenovo)小新潮7000 13.3英寸轻薄本笔记本电脑 i5-8250U 8GB 256GB 2G独显 银色,4899.00
联想,联想600042411,联想 (Lenovo) 拯救者R720 15.6 英寸 游戏本 电脑 Intel i5 7300HQ 8G 1TB 2G,4488.00
联想,联想776258874,联想Lenovoideapad720S-14IKBGOCI785508G25610H,7099.00
联想,联想945026614,联想 拯救者 R720-15IKBNBKCI77700HQ8G1TB10H,5689.00
联想,联想824722773,联想 拯救者 R720-15IKBNBKCI77700HQ8G1TB10H,5499.00
联想,联想683754069,联想(Lenovo)ideapad120S-14IAPGRX/N3450/4G/256GB/14英寸轻薄笔记本电脑/银,3288.00
联想,联想832262787,联想Lenovoideapad720S-13IKBCHXI582508G25610H,6799.00
联想,联想617622454,联想(Lenovo) 小新潮7000 14英寸 笔记本 电脑 Intel i5 8GB 2T+128GB 2G 银,5098.00
联想,联想732164877,联想 (Lenovo) 小新锐7000游戏本笔记本电脑i7-7700HQ 定制16G 256G固态+1T 2G独显,6599.00
联想,联想623654978,联想(Lenovo) 小新锐7000 15.6 英寸 游戏本 电脑 i5-7300HQ 8G 1TB+128GB 2G,4878.00
联想,联想732205726,联想(Lenovo)拯救者R720 15.6英寸游戏本电脑 i5-7300HQ 8G 1T+128G固态 4G独显,5099.00
联想,联想600245794,联想(Lenovo)拯救者R720 15.6英寸游戏本笔记本电脑 i5-7300HQ/8G/1TB/2G独显,4488.00
联想,联想625265939,联想(Lenovo)拯救者R720 15.6英寸游戏本笔记本电脑 i5-7300HQ 8G 128G+1TB 4G独显,5099.00
联想,联想600148735,拯救者R720I57300HQ8G1T128G4G,5099.00
联想,联想10542873522,联想（Lenovo）小新Air 15.6英寸轻薄本电脑 I5-8250U 8GB 256GB MX150-2G独显 金色,5099.00
联想,联想827435880,联想拯救者 R720-15IKBNBKCI57300HQ8G1TB10H,5399.00
联想,联想945026613,联想拯救者 R720-15IKBNBKCI57300HQ8G1TB10H,5589.00
联想,联想774885886,联想Lenovoideapad720S-14IKBGOCI582508G25610H,6299.00
联想,联想10518362887,联想(Lenovo)小新Air 超轻薄窄边框笔记本电脑 Intel i5 8G内存 固态硬盘 预装正版Windows系统,5299.00
联想,联想10542873506,联想（Lenovo）小新Air 14英寸轻薄本笔记本电脑 I5-8250U 8GB 256GB MX150-2G独显 银,5299.00
联想,联想10560952564,联想（Lenovo）小新Air 14英寸轻薄本笔记本电脑 I5-8250U 8GB 256GB MX150-2G独显 蓝,5299.00
联想,联想10542873525,联想（Lenovo）小新Air 15.6英寸轻薄本电脑 I5-8250U 8GB 256GB MX150-2G独显 黑色,5099.00
联想,联想624745067,联想Lenovo 小新潮5000 15.6英寸笔记本电脑 I5-7200U 4GB 128GB+1TB 2G 银色轻薄本,3966.00
联想,联想624026252,联想(Lenovo)小新潮5000GRCI57200UH轻薄15.6英寸笔记本电脑7代I5 8G 1T 2G独显游戏,3899.00
联想,联想626404463,联想(Lenovo)ideapad320S-14IKBGRC/I5/4G/256G固态/2G独显/灰/14轻薄笔记本电脑,4688.00
联想,联想716033138,联想(Lenovo)小新潮7000 13.3英寸超轻薄窄边框笔记本（i5-8250U 8G 256G固态 2G独显）银色,5199.00
联想,联想721596781,联想(Lenovo)小新潮7000 14英寸窄边框笔记本电脑i7-8550 8G 128G+1T 940MX独显2G 金,5749.00
联想,联想721599872,联想(Lenovo)小新潮7000 14英寸窄边框笔记本电脑i7-8550 8G 128G+1T 940MX独显2G 银,5799.00华硕,华硕945033610,华硕笔记本电脑FX63VD7700-1B8CXYQ4X10,7606.00华硕,华硕945033610,华硕笔记本电脑FX63VD7700-1B8CXYQ4X10,7606.00
华硕,华硕729406288,华硕(ASUS)顽石五代FL8000UQ8550-154BXCQ2X10 八代i7 8G 128G固态+1T 2G独显,4698.00
华硕,华硕731861078,华硕笔记本电脑FX63VD7700-1B8CXYQ4X10,7199.00
华硕,华硕10511700549,华硕（ASUS）F540UP8250-554AXCA2X10 15.6英寸笔记本电脑 i5-8250U 4G 500G,3599.00
华硕,华硕10553486522,华硕（ASUS）K555DG8700 15.6英寸轻薄本笔记本电脑 四核 A10 8G 128GB+1TB 2G 独显,3799.00
华硕,华硕10031676622,华硕笔记本电脑F540UP8250-554AXCA2X10,4099.00
华硕,华硕621081760,华硕（ASUS）飞行堡垒 ZX53V 15.6英寸商务办公游戏笔记本电脑,5799.00
华硕,华硕945033614,华硕笔记本电脑FX63VD7300-158CXYQ2X10,5506.00
华硕,华硕767016152,华硕笔记本电脑U4000UQ7200-0C4CXYQ2X20,5399.00
华硕,华硕767016147,华硕笔记本电脑FX63VD7300-158CXYQ2X10,5099.00
华硕,华硕773987015,华硕笔记本电脑FL8000UQ8550-0C4CXCA2X10,4749.00
华硕,华硕945033613,华硕笔记本电脑FX80GE8750-1B8BXYQ4X10,7606.00
华硕,华硕945033609,华硕笔记本电脑FX80GE8750-1B8BXYQ4X10,8006.00
华硕,华硕10450499754,华硕笔记本电脑FX80GE8750-1B8BXYQ4X10,7199.00
华硕,华硕826212171,华硕笔记本电脑F442UR8250-554BXCA2X10,3999.00
华硕,华硕683550886,华硕（ASUS）华硕(ASUS) A441UV-2C8BXHQ2X11 14英寸笔记本电脑4G 500G,3799.00
华硕,华硕626364066,华硕笔记本电脑S4000UA7500-0C8BXYQJX20,5299.00
华硕,华硕624790672,华硕(ASUS) A441UV-2C8BXHQ2X11 14英寸轻薄商务游戏笔记本电脑,3399.00
华硕,华硕698059216,华硕(ASUS) S5100UQ7200-Y3H3OX 15.6英寸（酷睿i7 8G 1T+128G固态 2G独显）,5899.00
华硕,华硕10551162542,华硕(ASUS)A580UR-I54G502G 15.6英寸轻薄笔记本电脑 i5 4G 500G 2G独显,3799.00
华硕,华硕10551163561,华硕(ASUS)A580UR-I54G502G 15.6英寸轻薄笔记本电脑 i5 8G 500G+128G,4399.00
华硕,华硕10547103644,硕ASUS A456UR7500 轻薄本14英寸笔记本Intel i7-7500U 8G 500GB+128GB 2G,4488.00
华硕,华硕10543338393,华硕(ASUS) E402NA3450 14.0英寸笔记本电脑 四核N3450 4GB 256GB固态 超轻薄超极本,2799.00
华硕,华硕774043129,华硕笔记电脑U4000UQ7500-0D8AXYQ2X20,7199.00
华硕,华硕861275382,华硕笔记本电脑F442UR8250-554CXYA2X10,3999.00
华硕,华硕825405471,华硕（ASUS）A456U-554CSHQ2X10 14英寸 4G 500G 2G独显 金色,3499.00
华硕,华硕773680685,华硕(ASUS)顽石五代FL8000-154BXFQ2X10游戏本笔记本电脑八代i7定制8G内存 128G固态,4699.00
华硕,华硕782479091,华硕(ASUS)顽石五代FL8000-154BXFQ2X10游戏本笔记本电脑八代i7定制8G内存 256G固态,5199.00
华硕,华硕709393347,华硕笔记本电脑FL8000UN8550-0C8BXCQ4X10,5899.00
华硕,华硕945030828,华硕笔记本电脑FX60VM6700-158AXYQ3X10,7408.00
华硕,华硕806376483,华硕笔记本电脑FX60VM6700-158AXYQ3X10,6999.00
华硕,华硕945030934,华硕笔记本电脑FX60VM6700-158AXYQ3X10,7448.00
华硕,华硕626052600,华硕(ASUS) 灵耀S5100U 15.6英寸笔记本（I7 8G 500G 128G固态）,6088.00
华硕,华硕10466698362,华硕笔记本电脑FX80GE8300-1B8BXYQ4X10,6199.00
华硕,华硕622127050,华硕(ASUS) X456UJ6100-54AY2X10 14英寸笔记本电脑 (酷睿I7 2G独显. ),4899.00
华硕,华硕10511573799,华硕(ASUS)FX80GE8300-1B8BXYQ4X10飞行堡垒游戏本i5 128G+1T 4G显卡,5699.00
华硕,华硕945033615,华硕笔记本电脑FX60VM6700-158AXYQ3X10,7406.00
华硕,华硕806376559,华硕笔记本电脑FX73VD7700-1B1BSYQ4X10,7899.00
华硕,华硕10045429581,华硕笔记本电脑F540UP8250-0C4AXCA2X10,4599.00
华硕,华硕10465990821,华硕笔记本电脑S4000VA8250-0C8BXYQJX20,5499.00
华硕,华硕945033612,华硕笔记本电脑FX80GE8300-1B8BXYQ4X10,6606.00
华硕,华硕180459130,华硕（ASUS）A555 15.6英寸游戏笔记本（I5-7200U 4G 500G 2G）黑色,3288.00
华硕,华硕617557018,华硕（ASUS）R417SA3160 超薄14英寸轻薄便携四核笔记本电脑 白色 官方标配四核3160 4G 512G固态,3199.00
华硕,华硕621281731,华硕(ASUS) R417SA3160 14英寸笔记本电脑 （四核N3450 4G 240G固态 win10 ）,2799.00
华硕,华硕604714365,华硕(ASUS)VM520UP7200 15.6英寸笔记本( i5-7200U 4G 256G 2G独显 银色）,3588.00
华硕,华硕10465990651,华硕笔记本电脑S4000VA8250-0C8AXYQJX20,5499.00
华硕,华硕10465990516,华硕笔记本电脑S4000VA8250-0C4BXYQJX20,5199.00
华硕,华硕773353250,华硕（ASUS）FL8000UQ8550 8代i7-8550 8G 1T+128 GT940MX 15.6英寸笔记本电脑,4599.00
华硕,华硕174009177,A555,3398.00
华硕,华硕781529172,华硕（ASUS）A480UR8250 14.0英寸游戏笔记本（i5-8250 4G 500G 930MX-2G ）灰色,3699.00
华硕,华硕654913757,华硕(ASUS) RX310UA7100-554AXCQ1 13.3英寸笔记本（i7-7500I 8G 512G固态）,5699.00
华硕,华硕654435004,华硕(ASUS) RX310UA7100-554AXCQ1 13寸笔记本（I7 8G 128G固态 金/银 ）,4899.00
华硕,华硕654473280,华硕(ASUS) RX310UA7100-554AXCQ1 13英寸笔记本（I7 8G 1T+128G固态）,5799.00
华硕,华硕773288894,华硕(ASUS)顽石畅玩版F540UP8250 15.6英寸办公学习游戏笔记本电脑 i5四核 4G 256G 2G 黑色,3699.00
华硕,华硕188068595,华硕（ASUS）E402SA3160 14英寸轻薄笔记本电脑（ N3450 4G 512G固态）,3099.00
华硕,华硕10547789715,华硕(ASUS)F540UP8250 15.6英寸笔记本电脑i5 4G 128G 独显,3699.00
华硕,华硕624758049,华硕（ASUS）R417SA-1C8BXAT3X28 超薄14英寸轻薄便携四核笔记本电脑,3299.00
华硕,华硕734612733,华硕(ASUS)灵耀RX310UA7100-0B4AXFAJX20 13.3英寸超级本笔记本电脑i3 全金属机身,3799.00
华硕,华硕624651150,华硕(ASUS) A540UP7200-554AXCQ2X10 15.6英寸笔记本（I7-7500 8G 双硬盘 独显）,4499.00
华硕,华硕180134386,华硕（ASUS）FX50VX 15.6英寸飞行堡垒游戏本（i5-7300 8G 1T+128G GTX1050-4G）,4988.00
华硕,华硕622036568,华硕(ASUS) X555YI7410-54AY2X10 14英寸笔记本（i7-7500 8G 500G 120G固态）,4399.00
华硕,华硕773680698,华硕(ASUS)顽石五代FL8000-1B8AXFQ4X10游戏本笔记本电脑八代i7,5099.00
华硕,华硕672065980,华硕（Asus）R417SA3160-0B4AXHAJX13 15.6英寸轻薄笔记本（N3160 4G 128GB）,2699.00
华硕,华硕773385633,华硕（ASUS）A541UJ7200 14.0英寸轻薄本笔记本电脑 英特尔i5-8250四核 8G 256GB,4599.00
华硕,华硕622127492,华硕(ASUS) A456UR7100-54AY2X10 14英寸笔记本(酷睿i7 8G 512G固态 2G独显 ),4999.00
华硕,华硕792682658,华硕（ASUS）FX63VD7300 15.6英寸游戏笔记本(I5-7300 8G 1T+128G 4G独显）,5099.00
华硕,华硕945020432,华硕笔记本电脑FX60VM6300-158AXYQ3X10,8997.00
华硕,华硕945033611,华硕笔记本电脑FX80GD8300-1B8BXYQ4X10,6606.00
华硕,华硕10553486522,华硕（ASUS）K555DG8700 15.6英寸轻薄本笔记本电脑 四核 A10 8G 128GB+1TB 2G 独显,3799.00
华硕,华硕775648186,华硕笔记本电脑U4000UQ7200-0C4AXYQ2X20,5399.00
华硕,华硕945020015,华硕笔记本电脑FX60VM6300-158AXYQ3X10,8298.00
三星,三星758770105,三星(SAMSUNG) 300E5M-L06 15.6英寸笔记本(I7-7500U 8G 512G ）,4588.00
三星,三星801653912,三星(SAMSUNG) 300E5M-L06 15.6英寸笔记本i7-7500u 8G 1T+128G固态 集显),4088.00
三星,三星801653860,三星(SAMSUNG) 300E5M-L06 15.6英寸笔记本(i7-7500u 4G 128G固态 WIN10 ）,3588.00
三星,三星801653902,三星(SAMSUNG) 300E5M-L06 15.6英寸笔记本（i7-7500u 4G 1T+128G固态 集显),3788.00
三星,三星826133019,三星(SAMSUNG) 300E5M-X0L 15.6英寸笔记本(i7-7500u 8G 500G 128G固态 ）,4599.00
三星,三星729313367,三星/SAMSUNG 800G5M 15.6英寸笔记本电脑i7+8G+1T+256G 4G独显 黑色吃鸡游戏本 性价比,6399.00
三星,三星763234242,三星(SAMSUNG) 500R5M-X04 14英寸轻薄本（I7-7500U 8G 1T+128G固态）,4799.00
